,ID,HHID,SEX,AGE,REGULAR,EDU,WAGE,MARRIAGE,STATUS,FULLTIME,YEAR,SPWK,SPWT,CHILDREN
19475,259001,2590,0,35,1.0,14.0,240.0,1.0,10,52.0,9,0,0.0,2
19476,259103,5913,1,34,1.0,16.0,150.0,1.0,20,40.0,9,0,0.0,2
19479,259403,5773,0,29,1.0,12.0,150.0,1.0,10,44.0,9,1,60.0,1
19480,259501,2595,0,38,1.0,12.0,210.0,1.0,10,62.0,9,0,0.0,2
19483,260201,2602,0,67,0.0,6.0,63.0,1.0,10,84.0,9,0,0.0,2
19484,260301,2603,0,40,1.0,12.0,240.0,1.0,10,64.0,9,0,0.0,2
19485,260401,2604,0,40,1.0,12.0,475.0,1.0,10,44.0,9,0,0.0,2
19486,260601,2606,0,36,1.0,16.0,330.0,1.0,10,48.0,9,0,0.0,2
19487,260802,2608,1,47,0.0,12.0,100.0,1.0,20,65.0,9,0,0.0,1
19488,261002,2610,1,36,0.0,12.0,110.0,0.0,10,60.0,9,0,0.0,2
19489,261302,6555,0,33,1.0,14.0,160.0,1.0,10,44.0,9,0,0.0,1
19490,261303,6556,0,33,1.0,14.0,250.0,1.0,10,49.0,9,0,0.0,0
19492,261904,5315,0,32,1.0,14.0,200.0,1.0,10,52.0,9,0,0.0,0
19493,262102,2621,0,46,1.0,12.0,110.0,1.0,10,48.0,9,1,,0
19495,262301,2623,0,40,1.0,16.0,300.0,1.0,10,50.0,9,0,0.0,0
19496,262501,2625,0,73,0.0,12.0,60.0,1.0,10,72.0,9,0,0.0,0
19497,262503,6340,0,38,1.0,14.0,220.0,1.0,10,44.0,9,1,44.0,1
19498,262703,6862,1,19,1.0,12.0,100.0,0.0,10,56.0,9,0,0.0,0
19499,262801,2628,0,54,0.0,14.0,60.0,1.0,10,18.0,9,1,54.0,1
19500,262802,2628,1,47,1.0,14.0,165.0,1.0,20,54.0,9,1,18.0,1
19501,262902,5104,0,36,1.0,12.0,200.0,1.0,10,48.0,9,1,60.0,2
19502,262903,5105,0,47,1.0,12.0,220.0,1.0,10,52.0,9,0,0.0,2
19503,263002,2630,1,36,1.0,12.0,75.0,1.0,20,44.0,9,0,0.0,1
19504,263101,2631,0,58,1.0,6.0,130.0,1.0,10,48.0,9,1,44.0,0
19505,263102,2631,1,54,1.0,6.0,67.0,1.0,20,44.0,9,1,48.0,0
19506,263103,6062,0,31,0.0,12.0,200.0,0.0,10,12.0,9,0,0.0,0
19507,263104,6420,0,29,1.0,12.0,140.0,0.0,10,44.0,9,0,0.0,0
19508,263401,2634,0,42,1.0,12.0,292.0,1.0,10,47.0,9,0,0.0,2
19509,263703,6846,0,28,1.0,14.0,150.0,1.0,10,45.0,9,0,0.0,0
19510,263804,6057,0,32,1.0,12.0,240.0,0.0,10,90.0,9,0,0.0,0
19511,264203,5512,0,33,0.0,12.0,80.0,1.0,10,54.0,9,0,0.0,1
19512,264301,2643,0,45,1.0,9.0,139.0,1.0,10,52.0,9,0,0.0,1
19514,264503,5341,0,32,1.0,14.0,142.0,1.0,10,40.0,9,0,0.0,1
19517,264902,2649,1,50,1.0,18.0,420.0,1.0,20,42.0,9,0,0.0,0
19518,265102,2651,1,56,1.0,9.0,90.0,0.0,10,66.0,9,0,0.0,0
19519,265701,2657,0,62,0.0,6.0,60.0,1.0,10,48.0,9,0,0.0,0
19521,265903,6084,0,33,1.0,12.0,220.0,1.0,10,44.0,9,0,0.0,1
19523,266003,6883,0,24,0.0,12.0,100.0,0.0,10,60.0,9,0,0.0,0
19524,266201,2662,0,58,0.0,6.0,120.0,1.0,10,56.0,9,0,0.0,0
19525,266501,2665,0,43,1.0,16.0,280.0,1.0,10,46.0,9,0,0.0,2
19526,266701,2667,0,46,1.0,14.0,200.0,1.0,10,40.0,9,0,0.0,2
19527,267001,2670,0,60,1.0,6.0,150.0,1.0,10,48.0,9,0,0.0,0
19528,267004,6875,0,28,1.0,12.0,168.0,1.0,10,50.0,9,0,0.0,0
19529,267201,2672,0,60,0.0,6.0,50.0,1.0,10,30.0,9,1,65.0,0
19530,267202,2672,1,56,0.0,6.0,73.0,1.0,20,65.0,9,1,30.0,0
19531,267601,2676,1,64,0.0,6.0,73.0,0.0,10,42.0,9,0,0.0,0
19532,267702,2677,1,52,1.0,12.0,80.0,1.0,20,48.0,9,0,0.0,0
19533,267703,6911,0,27,1.0,16.0,280.0,0.0,10,60.0,9,0,0.0,0
19534,267704,6368,1,25,1.0,16.0,85.0,1.0,20,40.0,9,1,54.0,0
19535,267902,2679,1,58,0.0,6.0,60.0,1.0,20,57.0,9,0,0.0,0
19536,267903,5829,0,36,1.0,12.0,200.0,1.0,10,49.0,9,1,46.0,1
19537,267904,6065,0,32,0.0,12.0,110.0,1.0,10,40.0,9,0,0.0,2
19538,267905,6268,1,26,0.0,12.0,135.0,1.0,20,49.0,9,0,0.0,0
19539,268001,2680,0,66,0.0,12.0,40.0,1.0,10,18.0,9,0,0.0,0
19540,268201,2682,0,70,0.0,6.0,60.0,1.0,10,48.0,9,0,0.0,0
19541,268204,6822,0,32,1.0,16.0,200.0,0.0,10,60.0,9,0,0.0,0
19542,268701,2687,0,56,1.0,18.0,425.0,1.0,10,42.0,9,0,0.0,0
19543,268703,6874,1,27,1.0,16.0,187.0,1.0,20,42.0,9,1,47.0,0
19544,269001,2690,0,41,1.0,14.0,280.0,1.0,10,40.0,9,1,40.0,0
19545,269002,2690,1,38,1.0,16.0,310.0,1.0,20,40.0,9,1,40.0,0
19548,269401,2694,0,32,1.0,12.0,200.0,1.0,10,40.0,9,1,30.0,2
19549,269402,2694,1,32,0.0,14.0,50.0,1.0,20,30.0,9,1,40.0,2
19550,269701,2697,0,42,1.0,12.0,245.0,1.0,10,52.0,9,1,40.0,2
19551,269702,2697,1,36,0.0,12.0,75.0,1.0,20,40.0,9,1,52.0,2
19552,270202,2702,1,48,0.0,12.0,150.0,1.0,20,30.0,9,0,0.0,1
19553,270302,6355,1,41,0.0,12.0,130.0,0.0,10,72.0,9,0,0.0,1
19554,270401,2704,0,50,1.0,14.0,220.0,1.0,10,40.0,9,0,0.0,0
19555,270601,2706,0,54,1.0,12.0,450.0,1.0,10,48.0,9,0,0.0,0
19556,271001,2710,1,56,0.0,9.0,70.0,0.0,10,56.0,9,0,0.0,0
19558,271301,2713,0,51,1.0,18.0,450.0,1.0,10,44.0,9,0,0.0,0
19559,271601,2716,0,58,1.0,18.0,350.0,1.0,10,40.0,9,0,0.0,0
19560,271902,2719,1,48,1.0,9.0,110.0,1.0,20,40.0,9,0,0.0,0
19561,272001,2720,0,42,1.0,16.0,580.0,1.0,10,65.0,9,0,0.0,2
19563,272301,2723,0,37,1.0,16.0,200.0,0.0,10,40.0,9,0,0.0,0
19564,272503,5192,1,31,0.0,16.0,100.0,0.0,10,54.0,9,0,0.0,0
19565,272504,5572,1,30,1.0,14.0,70.0,1.0,20,40.0,9,1,42.0,1
19566,273101,2731,0,47,0.0,12.0,150.0,1.0,10,44.0,9,1,48.0,2
19567,273102,2731,1,43,0.0,12.0,109.0,1.0,20,48.0,9,1,44.0,2
19568,273203,5403,1,32,0.0,16.0,158.0,0.0,10,40.0,9,0,0.0,0
19569,273301,2733,0,38,1.0,16.0,560.0,1.0,10,40.0,9,0,0.0,2
19570,273501,2735,0,54,1.0,16.0,486.0,1.0,10,42.0,9,1,42.0,0
19571,273502,2735,1,53,1.0,16.0,410.0,1.0,20,42.0,9,1,42.0,0
19572,273601,2736,0,49,1.0,16.0,368.0,1.0,10,43.0,9,0,0.0,1
19573,273701,2737,0,56,1.0,9.0,170.0,1.0,10,48.0,9,1,,0
19575,273803,5305,0,34,0.0,18.0,240.0,1.0,10,44.0,9,0,0.0,2
19576,273804,5616,0,33,1.0,16.0,140.0,1.0,10,40.0,9,0,0.0,0
19577,274501,2745,0,45,1.0,16.0,550.0,1.0,10,50.0,9,0,0.0,2
19578,274701,2747,0,41,1.0,16.0,350.0,1.0,10,46.0,9,1,45.0,2
19579,274702,2747,1,38,1.0,16.0,300.0,1.0,20,45.0,9,1,46.0,2
19580,274705,5777,1,64,1.0,0.0,79.0,0.0,10,48.0,9,0,0.0,0
19581,274801,2748,1,51,1.0,6.0,100.0,0.0,10,52.0,9,0,0.0,0
19582,275001,2750,0,33,1.0,12.0,220.0,1.0,10,68.0,9,0,0.0,2
19583,275203,6867,0,31,1.0,16.0,130.0,0.0,10,52.0,9,0,0.0,0
19584,275204,6090,1,26,1.0,14.0,100.0,0.0,10,58.0,9,0,0.0,0
19585,275301,2753,0,39,1.0,12.0,85.0,1.0,10,44.0,9,0,0.0,2
19586,275601,2756,0,36,1.0,12.0,180.0,0.0,10,48.0,9,0,0.0,0
19588,275801,2758,0,43,1.0,14.0,250.0,0.0,10,40.0,9,0,0.0,0
19589,275902,2759,1,39,0.0,12.0,70.0,1.0,20,48.0,9,0,0.0,2
19591,276205,6064,0,41,0.0,12.0,125.0,0.0,10,48.0,9,0,0.0,1
19592,276401,2764,0,44,1.0,14.0,166.0,0.0,10,40.0,9,0,0.0,0
19593,276504,2765,0,42,1.0,12.0,193.0,1.0,10,44.0,9,0,0.0,3
19594,276701,2767,0,39,1.0,12.0,244.0,1.0,10,48.0,9,0,0.0,2
19595,277201,2772,0,45,1.0,9.0,170.0,0.0,10,40.0,9,0,0.0,0
19596,277301,2773,0,54,1.0,12.0,300.0,1.0,10,40.0,9,1,40.0,0
19597,277302,2773,1,52,1.0,9.0,85.0,1.0,20,40.0,9,1,40.0,0
19598,277401,2774,0,38,1.0,16.0,345.0,1.0,10,40.0,9,0,0.0,2
19599,277501,2775,0,44,1.0,14.0,250.0,1.0,10,40.0,9,0,0.0,2
19600,277701,2777,0,45,1.0,12.0,291.0,1.0,10,40.0,9,0,0.0,1
19601,277801,2778,0,39,1.0,12.0,375.0,1.0,10,95.0,9,0,0.0,2
19602,277803,5294,0,31,1.0,12.0,320.0,1.0,10,50.0,9,0,0.0,2
19603,277902,2779,1,34,0.0,12.0,28.0,1.0,20,18.0,9,0,0.0,2
19604,278103,5541,0,29,1.0,12.0,162.0,1.0,10,55.0,9,1,50.0,2
19605,278201,2782,0,53,1.0,6.0,440.0,1.0,10,43.0,9,0,0.0,2
19606,278301,2783,0,45,1.0,14.0,400.0,1.0,10,40.0,9,0,0.0,0
19607,278401,2784,0,45,1.0,14.0,441.0,1.0,10,42.0,9,0,0.0,1
19608,278801,2788,0,61,0.0,9.0,90.0,1.0,10,40.0,9,1,40.0,0
19609,278802,2788,1,58,0.0,9.0,70.0,1.0,20,40.0,9,1,40.0,0
19610,278901,2789,0,48,1.0,12.0,230.0,1.0,10,65.0,9,0,0.0,1
19611,279002,2790,1,42,0.0,9.0,85.0,1.0,20,70.0,9,0,0.0,2
19612,279201,2792,0,44,1.0,16.0,500.0,1.0,10,40.0,9,1,40.0,2
19613,279202,2792,1,44,0.0,12.0,110.0,1.0,20,40.0,9,1,40.0,2
19614,279301,2793,0,46,1.0,16.0,340.0,1.0,10,56.0,9,0,0.0,2
19615,279401,2794,0,44,1.0,12.0,850.0,1.0,10,46.0,9,0,0.0,2
19616,279503,2795,0,29,1.0,14.0,220.0,1.0,10,53.0,9,0,0.0,2
19617,279703,6897,0,26,1.0,9.0,200.0,1.0,10,61.0,9,1,42.0,0
19618,279705,5282,0,32,1.0,12.0,170.0,0.0,10,70.0,9,0,0.0,0
19619,279801,2798,0,51,0.0,12.0,200.0,1.0,10,54.0,9,1,45.0,1
19620,279802,2798,1,49,1.0,12.0,125.0,1.0,20,45.0,9,1,54.0,1
19621,279901,2799,0,57,0.0,6.0,50.0,0.0,10,40.0,9,0,0.0,0
19622,280301,2803,0,50,1.0,18.0,463.0,1.0,10,50.0,9,1,52.0,1
19623,280302,2803,1,48,1.0,16.0,321.0,1.0,20,52.0,9,1,50.0,1
19625,280403,5488,0,32,1.0,12.0,170.0,1.0,10,70.0,9,0,0.0,2
19626,280501,2805,0,53,1.0,14.0,400.0,1.0,10,60.0,9,0,0.0,0
19627,280601,2806,0,70,0.0,12.0,70.0,1.0,10,105.0,9,0,0.0,0
19628,280701,2807,0,51,0.0,9.0,220.0,1.0,10,45.0,9,0,0.0,1
19630,281101,2811,0,51,1.0,9.0,107.0,1.0,10,60.0,9,1,60.0,0
19631,281102,2811,1,47,1.0,9.0,80.0,1.0,20,60.0,9,1,60.0,0
19632,281301,2813,0,44,1.0,12.0,450.0,0.0,10,42.0,9,0,0.0,2
19633,281503,5809,1,29,1.0,18.0,270.0,0.0,10,40.0,9,0,0.0,0
19634,281504,6407,1,27,1.0,16.0,200.0,0.0,10,45.0,9,0,0.0,0
19635,281702,2817,1,56,0.0,6.0,100.0,1.0,20,53.0,9,0,0.0,0
19636,282001,2820,0,45,0.0,12.0,300.0,1.0,10,50.0,9,0,0.0,2
19637,282202,2822,1,50,1.0,9.0,135.0,0.0,10,58.0,9,0,0.0,0
19638,282301,2823,0,48,1.0,12.0,200.0,1.0,10,48.0,9,0,0.0,2
19639,282701,2827,0,46,1.0,12.0,150.0,1.0,10,48.0,9,1,60.0,2
19640,282702,2827,1,42,0.0,12.0,100.0,1.0,20,60.0,9,1,48.0,2
19641,283001,2830,0,55,1.0,9.0,150.0,1.0,10,40.0,9,1,50.0,0
19642,283002,2830,1,50,1.0,9.0,100.0,1.0,20,50.0,9,1,40.0,0
19643,283601,2836,0,44,1.0,12.0,200.0,1.0,10,48.0,9,0,0.0,2
19644,283801,2838,0,37,0.0,12.0,200.0,0.0,10,50.0,9,0,0.0,2
19645,283901,2839,0,56,1.0,6.0,185.0,1.0,10,42.0,9,0,0.0,0
19646,283903,5301,0,32,1.0,14.0,210.0,1.0,10,51.0,9,1,40.0,2
19647,284001,2840,0,40,1.0,16.0,416.0,1.0,10,46.0,9,0,0.0,1
19648,284101,2841,0,49,1.0,12.0,200.0,1.0,10,40.0,9,1,60.0,1
19649,284102,2841,1,46,0.0,12.0,90.0,1.0,20,60.0,9,1,40.0,1
19650,284201,2842,0,46,1.0,12.0,360.0,1.0,10,54.0,9,0,0.0,2
19651,284301,2843,1,54,0.0,12.0,120.0,0.0,10,50.0,9,0,0.0,0
19652,284402,2844,1,43,1.0,9.0,100.0,1.0,20,44.0,9,0,0.0,0
19653,284605,5196,0,38,1.0,16.0,370.0,1.0,10,40.0,9,1,40.0,2
19655,284901,2849,0,49,1.0,12.0,420.0,1.0,10,60.0,9,0,0.0,1
19656,285001,2850,0,50,1.0,14.0,500.0,1.0,10,57.0,9,1,44.0,0
19657,285002,2850,1,49,1.0,14.0,430.0,1.0,20,44.0,9,1,57.0,0
19658,285101,2851,0,58,1.0,12.0,400.0,1.0,10,40.0,9,0,0.0,0
19659,285201,2852,0,46,1.0,14.0,390.0,1.0,10,40.0,9,0,0.0,2
19660,285401,2854,0,42,1.0,14.0,458.0,1.0,10,52.0,9,0,0.0,1
19661,285701,2857,0,53,1.0,12.0,370.0,1.0,10,49.0,9,0,0.0,0
19662,285801,2858,0,55,1.0,9.0,420.0,1.0,10,45.0,9,0,0.0,0
19663,285803,6961,0,25,0.0,16.0,75.0,0.0,10,76.0,9,0,0.0,0
19665,286303,2863,1,66,1.0,6.0,64.0,1.0,20,45.0,9,0,0.0,0
19666,286602,2866,1,45,0.0,12.0,100.0,1.0,20,72.0,9,0,0.0,0
19667,286701,2867,0,40,1.0,12.0,480.0,1.0,10,49.0,9,0,0.0,2
19668,287101,2871,0,42,1.0,14.0,485.0,1.0,10,65.0,9,0,0.0,2
19669,287202,6966,0,26,1.0,14.0,190.0,0.0,10,43.0,9,0,0.0,0
19670,287303,6032,1,34,0.0,14.0,78.0,1.0,20,52.0,9,1,84.0,1
19671,287305,6063,0,29,1.0,12.0,250.0,1.0,10,50.0,9,0,0.0,1
19672,287401,2874,0,43,1.0,12.0,250.0,1.0,10,48.0,9,0,0.0,2
19673,287501,2875,0,46,1.0,12.0,300.0,1.0,10,44.0,9,0,0.0,2
19674,287601,2876,0,47,1.0,12.0,250.0,1.0,10,50.0,9,0,0.0,3
19675,287701,2877,0,51,1.0,12.0,200.0,1.0,10,50.0,9,0,0.0,0
19676,287802,2878,0,58,0.0,12.0,120.0,1.0,10,40.0,9,0,0.0,0
19677,287901,2879,0,53,1.0,12.0,200.0,1.0,10,40.0,9,0,0.0,0
19678,288001,2880,0,42,1.0,12.0,200.0,1.0,10,48.0,9,0,0.0,2
19679,288101,2881,0,45,1.0,12.0,280.0,1.0,10,40.0,9,1,40.0,2
19680,288102,2881,1,40,1.0,12.0,90.0,1.0,20,40.0,9,1,40.0,2
19681,288201,2882,0,48,1.0,12.0,200.0,1.0,10,48.0,9,0,0.0,2
19682,288401,2884,0,43,1.0,16.0,280.0,1.0,10,42.0,9,1,42.0,2
19683,288402,2884,1,40,1.0,16.0,250.0,1.0,20,42.0,9,1,42.0,2
19684,288503,5125,0,43,1.0,12.0,170.0,1.0,10,70.0,9,0,0.0,2
19685,289303,5198,0,34,1.0,12.0,200.0,1.0,10,40.0,9,0,0.0,2
19686,289304,6111,0,31,1.0,12.0,200.0,1.0,10,40.0,9,0,0.0,0
19687,289503,6902,1,32,1.0,16.0,200.0,0.0,10,54.0,9,0,0.0,0
19688,289802,2898,1,48,0.0,9.0,80.0,1.0,20,47.0,9,0,0.0,0
19689,289805,5922,0,32,1.0,14.0,300.0,0.0,10,40.0,9,0,0.0,0
19690,290001,2900,0,46,1.0,14.0,330.0,1.0,10,40.0,9,1,,2
19692,290103,5923,1,31,1.0,14.0,230.0,1.0,20,44.0,9,1,44.0,1
19693,290202,2902,1,43,0.0,12.0,75.0,1.0,20,41.0,9,0,0.0,1
19694,290401,2904,0,45,1.0,12.0,350.0,1.0,10,49.0,9,0,0.0,2
19695,290602,2906,1,44,1.0,12.0,90.0,1.0,20,60.0,9,0,0.0,0
19696,291001,2910,0,40,0.0,12.0,113.0,1.0,10,54.0,9,0,0.0,3
19697,291102,2911,0,29,1.0,16.0,400.0,1.0,10,68.0,9,0,0.0,0
19698,291201,2912,0,42,1.0,18.0,110.0,1.0,10,60.0,9,0,0.0,3
19702,291905,5985,1,26,1.0,16.0,200.0,0.0,10,40.0,9,0,0.0,0
19703,292103,2921,0,38,1.0,16.0,480.0,1.0,10,60.0,9,0,0.0,2
19704,292201,2922,0,40,1.0,16.0,380.0,1.0,10,50.0,9,0,0.0,2
19705,292302,2923,1,47,1.0,9.0,120.0,1.0,20,72.0,9,0,0.0,0
19706,292503,5658,0,37,0.0,12.0,150.0,0.0,10,61.0,9,0,0.0,0
19707,292603,5850,0,32,1.0,16.0,240.0,1.0,10,64.0,9,0,0.0,1
19708,292604,6689,0,29,1.0,18.0,200.0,1.0,10,48.0,9,1,48.0,1
19710,292801,2928,0,61,0.0,6.0,120.0,1.0,10,17.0,9,1,29.0,0
19711,292802,2928,1,58,0.0,6.0,57.0,1.0,20,29.0,9,1,17.0,0
19713,293002,2930,1,54,0.0,6.0,75.0,1.0,20,60.0,9,0,0.0,0
19714,293101,2931,0,35,1.0,12.0,150.0,1.0,10,57.0,9,0,0.0,2
19715,293204,5472,1,29,1.0,12.0,75.0,1.0,20,45.0,9,1,,1
19720,294202,2942,1,50,0.0,9.0,200.0,1.0,20,40.0,9,0,0.0,0
19721,294301,2943,0,36,1.0,18.0,333.0,1.0,10,70.0,9,0,0.0,2
19722,294402,2944,0,46,0.0,0.0,100.0,0.0,10,40.0,9,0,0.0,2
19723,294601,2946,0,58,0.0,12.0,160.0,1.0,10,50.0,9,0,0.0,0
19724,294902,2949,1,45,1.0,12.0,500.0,1.0,20,40.0,9,0,0.0,2
19726,295401,2954,0,38,1.0,14.0,255.0,0.0,10,54.0,9,0,0.0,0
19728,295502,2955,1,35,1.0,16.0,300.0,1.0,20,40.0,9,0,0.0,2
19729,295603,5668,0,33,1.0,12.0,220.0,0.0,10,60.0,9,0,0.0,0
19730,295702,5052,1,36,1.0,14.0,250.0,1.0,20,40.0,9,1,46.0,1
19732,296101,2961,0,36,1.0,16.0,500.0,1.0,10,40.0,9,0,0.0,2
19733,296201,2962,0,41,1.0,12.0,250.0,1.0,10,54.0,9,0,0.0,2
19737,297001,2970,0,46,1.0,16.0,170.0,1.0,10,44.0,9,0,0.0,2
19738,297201,2972,0,40,1.0,12.0,300.0,0.0,10,40.0,9,0,0.0,1
19739,297301,2973,0,38,1.0,12.0,200.0,1.0,10,40.0,9,0,0.0,2
19743,299001,2990,0,47,1.0,16.0,420.0,1.0,10,40.0,9,0,0.0,2
19744,299302,6861,1,32,0.0,12.0,100.0,0.0,10,54.0,9,0,0.0,2
19745,299501,2995,0,48,0.0,9.0,150.0,1.0,10,50.0,9,1,60.0,2
19746,299502,2995,1,45,0.0,9.0,100.0,1.0,20,60.0,9,1,50.0,2
19747,299701,2997,0,37,0.0,12.0,240.0,1.0,10,60.0,9,1,52.0,1
19748,299702,2997,1,38,1.0,12.0,190.0,1.0,20,52.0,9,1,60.0,1
19749,300101,3001,0,37,0.0,16.0,200.0,1.0,10,36.0,9,0,0.0,2
19750,300202,3002,1,62,0.0,6.0,60.0,1.0,20,36.0,9,0,0.0,2
19751,300301,3003,0,46,1.0,12.0,320.0,1.0,10,46.0,9,1,48.0,2
19752,300302,3003,1,43,0.0,12.0,80.0,1.0,20,48.0,9,1,46.0,2
19753,300402,3004,1,55,0.0,12.0,90.0,1.0,20,48.0,9,0,0.0,0
19754,300403,6634,0,31,0.0,12.0,100.0,1.0,10,80.0,9,0,0.0,0
19757,301301,3013,0,47,0.0,12.0,180.0,1.0,10,48.0,9,1,49.0,2
19758,301302,3013,1,41,0.0,9.0,70.0,1.0,20,49.0,9,1,48.0,2
19761,302204,6017,0,29,0.0,14.0,95.0,0.0,10,48.0,9,0,0.0,0
19762,302301,3023,0,38,1.0,16.0,320.0,1.0,10,40.0,9,1,40.0,2
19763,302302,3023,1,38,1.0,16.0,280.0,1.0,20,40.0,9,1,40.0,2
19764,302501,3025,0,68,1.0,12.0,80.0,1.0,10,72.0,9,0,0.0,0
19765,302701,3027,0,38,1.0,9.0,240.0,1.0,10,54.0,9,0,0.0,2
19766,303001,3030,0,47,0.0,6.0,170.0,1.0,10,36.0,9,1,50.0,0
19767,303002,3030,1,44,1.0,9.0,85.0,1.0,20,50.0,9,1,36.0,0
19768,303101,3031,1,49,0.0,9.0,60.0,0.0,10,54.0,9,0,0.0,0
19769,303202,3032,1,34,1.0,6.0,80.0,1.0,20,46.0,9,0,0.0,2
19770,303401,3034,1,30,1.0,14.0,150.0,0.0,10,43.0,9,0,0.0,0
19771,303901,3039,0,43,1.0,18.0,353.0,1.0,10,35.0,9,0,0.0,2
19772,304102,3041,1,37,1.0,12.0,100.0,1.0,20,60.0,9,0,0.0,2
19773,304201,3042,0,37,1.0,14.0,110.0,1.0,10,77.0,9,0,0.0,2
19774,304301,3043,0,46,0.0,9.0,202.0,1.0,10,45.0,9,1,66.0,1
19775,304302,3043,1,44,1.0,9.0,114.0,1.0,20,66.0,9,1,45.0,1
19776,304306,5199,0,33,0.0,12.0,250.0,1.0,10,72.0,9,1,40.0,1
19778,304701,3047,0,68,0.0,6.0,80.0,1.0,10,96.0,9,0,0.0,2
19779,304703,6317,1,31,0.0,18.0,200.0,1.0,20,31.0,9,1,8.0,1
19780,304901,3049,0,58,1.0,12.0,180.0,0.0,10,77.0,9,0,0.0,0
19782,305501,3055,0,56,0.0,12.0,150.0,1.0,10,66.0,9,1,72.0,0
19783,305502,3055,1,56,0.0,9.0,120.0,1.0,20,72.0,9,1,66.0,0
19785,305703,6692,0,30,0.0,12.0,175.0,1.0,10,60.0,9,0,0.0,1
19787,306701,3067,0,50,1.0,16.0,350.0,1.0,10,25.0,9,1,42.0,2
19788,306702,3067,1,46,1.0,16.0,100.0,1.0,20,42.0,9,1,25.0,2
19790,306802,3068,1,37,1.0,14.0,230.0,1.0,10,44.0,9,1,,1
19793,307101,3071,0,40,1.0,12.0,210.0,1.0,10,44.0,9,1,54.0,2
19794,307102,3071,1,41,0.0,12.0,90.0,1.0,20,54.0,9,1,44.0,2
19795,307204,3072,0,26,1.0,12.0,200.0,0.0,10,72.0,9,0,0.0,0
19796,307801,3078,0,51,1.0,12.0,200.0,0.0,10,65.0,9,0,0.0,0
19797,308101,3081,0,51,1.0,14.0,400.0,1.0,10,44.0,9,0,0.0,0
19798,308202,3082,1,44,0.0,12.0,40.0,1.0,20,24.0,9,0,0.0,1
19799,308502,3085,1,47,1.0,14.0,300.0,1.0,20,27.0,9,0,0.0,0
19800,308701,3087,0,42,1.0,16.0,600.0,1.0,10,40.0,9,0,0.0,2
19801,308901,3089,0,45,1.0,12.0,285.0,1.0,10,76.0,9,0,0.0,2
19802,309001,3090,0,48,1.0,12.0,300.0,1.0,10,46.0,9,0,0.0,1
19803,309201,3092,0,48,1.0,12.0,250.0,1.0,10,55.0,9,1,40.0,1
19804,309202,3092,1,44,1.0,9.0,120.0,1.0,20,40.0,9,1,55.0,1
19805,309302,3093,1,49,1.0,16.0,300.0,1.0,20,40.0,9,0,0.0,0
19806,309501,3095,0,56,1.0,16.0,400.0,1.0,10,50.0,9,0,0.0,0
19807,309801,3098,0,44,1.0,16.0,480.0,1.0,10,40.0,9,0,0.0,2
19808,310001,3100,0,43,1.0,16.0,400.0,1.0,10,44.0,9,0,0.0,2
19809,310201,3102,0,44,1.0,18.0,475.0,1.0,10,55.0,9,0,0.0,2
19810,310401,3104,0,40,1.0,16.0,345.0,1.0,10,57.0,9,0,0.0,2
19811,310703,5533,1,34,0.0,16.0,180.0,1.0,20,44.0,9,1,4.0,2
19812,310901,3109,0,38,1.0,12.0,152.0,1.0,10,40.0,9,1,45.0,2
19813,310902,3109,1,35,0.0,12.0,108.0,1.0,20,45.0,9,1,40.0,2
19814,311002,3110,1,43,0.0,12.0,40.0,1.0,20,12.0,9,0,0.0,2
19816,311702,3117,1,60,0.0,12.0,50.0,1.0,20,40.0,9,0,0.0,0
19817,311904,5200,1,36,0.0,16.0,30.0,1.0,10,1.0,9,1,40.0,2
19818,311905,5928,0,35,0.0,12.0,150.0,1.0,10,32.0,9,0,0.0,0
19819,312101,3121,0,50,1.0,12.0,180.0,1.0,10,55.0,9,0,0.0,0
19820,312204,5201,1,47,0.0,9.0,117.0,0.0,10,60.0,9,0,0.0,0
19822,312402,3124,1,33,0.0,12.0,85.0,1.0,20,44.0,9,0,0.0,2
19823,312501,3125,0,47,1.0,12.0,300.0,1.0,10,45.0,9,0,0.0,1
19824,312701,3127,0,42,0.0,12.0,150.0,1.0,10,48.0,9,1,54.0,2
19825,312702,3127,1,41,0.0,12.0,90.0,1.0,20,54.0,9,1,48.0,2
19827,312802,3128,1,56,0.0,9.0,93.0,1.0,20,44.0,9,1,,0
19828,313001,3130,0,54,1.0,9.0,282.0,0.0,10,50.0,9,0,0.0,0
19829,313002,6510,0,27,1.0,16.0,202.0,1.0,10,44.0,9,1,50.0,0
19830,313101,3131,0,59,1.0,0.0,80.0,1.0,10,84.0,9,0,0.0,0
19831,313104,5202,1,33,0.0,14.0,190.0,1.0,20,40.0,9,1,54.0,2
19832,313302,5267,0,32,0.0,14.0,280.0,1.0,10,40.0,9,0,0.0,2
19833,313303,6667,1,29,1.0,12.0,160.0,1.0,10,40.0,9,1,55.0,0
19834,313404,5003,1,35,1.0,12.0,70.0,1.0,20,45.0,9,1,60.0,2
19835,313501,3135,0,38,1.0,16.0,292.0,1.0,10,40.0,9,1,49.0,2
19836,313502,3135,1,35,,16.0,273.0,1.0,20,49.0,9,1,40.0,2
19837,313702,5204,0,38,0.0,14.0,191.0,0.0,10,72.0,9,0,0.0,0
19838,313901,3139,0,44,1.0,12.0,280.0,0.0,10,50.0,9,0,0.0,0
