,ID,HHID,SEX,AGE,REGULAR,EDU,WAGE,MARRIAGE,STATUS,FULLTIME,YEAR,SPWK,SPWT,CHILDREN
57654,421301,4213,0,52,0.0,9.0,200.0,0.0,10,40.0,18,0,0.0,1
57655,421503,6638,0,48,1.0,9.0,250.0,1.0,10,48.0,18,0,0.0,2
57656,421505,5079,1,41,1.0,14.0,250.0,1.0,10,45.0,18,1,76.0,2
57657,421603,8383,0,39,1.0,12.0,260.0,1.0,10,60.0,18,0,0.0,2
57658,422202,4222,1,53,0.0,12.0,100.0,1.0,20,35.0,18,0,0.0,0
57659,422203,8791,0,29,1.0,16.0,220.0,0.0,10,40.0,18,0,0.0,0
57660,422301,4223,0,57,0.0,12.0,160.0,1.0,10,40.0,18,1,42.0,0
57661,422302,4223,1,50,0.0,9.0,100.0,1.0,20,42.0,18,1,40.0,0
57662,422503,8907,0,28,1.0,14.0,160.0,0.0,10,50.0,18,0,0.0,0
57663,422702,4227,1,69,0.0,6.0,60.0,0.0,10,50.0,18,0,0.0,0
57664,422704,6356,0,40,1.0,18.0,150.0,1.0,10,40.0,18,1,,2
57665,422902,5234,1,31,1.0,14.0,250.0,0.0,10,40.0,18,0,0.0,0
57666,423202,4232,1,45,1.0,14.0,380.0,1.0,20,40.0,18,0,0.0,1
57667,423304,6229,1,39,1.0,21.0,500.0,1.0,20,40.0,18,0,0.0,2
57668,423401,4234,0,51,1.0,16.0,405.0,1.0,10,46.0,18,1,43.0,0
57669,423402,4234,1,51,1.0,16.0,389.0,1.0,20,43.0,18,1,46.0,0
57670,423501,4235,0,59,1.0,18.0,400.0,1.0,10,40.0,18,0,0.0,0
57671,423704,7890,1,36,1.0,16.0,400.0,0.0,10,40.0,18,0,0.0,0
57673,424501,4245,0,66,0.0,6.0,120.0,1.0,10,56.0,18,1,54.0,0
57674,424502,4245,1,58,0.0,6.0,120.0,1.0,20,54.0,18,1,56.0,0
57676,424801,4248,0,49,0.0,16.0,400.0,1.0,10,40.0,18,1,40.0,1
57677,424802,4248,1,45,0.0,14.0,130.0,1.0,20,40.0,18,1,40.0,1
57678,424901,4249,0,47,0.0,16.0,230.0,1.0,10,40.0,18,0,0.0,1
57679,425201,4252,0,57,1.0,12.0,340.0,1.0,10,60.0,18,0,0.0,0
57680,425204,8384,1,26,1.0,16.0,130.0,0.0,10,45.0,18,0,0.0,0
57683,425402,4254,1,49,0.0,12.0,150.0,1.0,20,50.0,18,1,,0
57684,425602,4256,1,51,1.0,18.0,600.0,0.0,10,40.0,18,0,0.0,1
57686,426004,8793,0,32,0.0,16.0,370.0,1.0,10,64.0,18,1,44.0,0
57687,426201,4262,0,56,0.0,12.0,100.0,1.0,10,40.0,18,0,0.0,0
57688,426803,5089,0,44,1.0,12.0,530.0,1.0,10,120.0,18,0,0.0,1
57689,426903,7739,0,38,0.0,12.0,150.0,0.0,10,40.0,18,0,0.0,0
57690,426905,6337,1,43,1.0,12.0,280.0,0.0,10,45.0,18,0,0.0,0
57692,427005,6940,1,38,1.0,14.0,190.0,0.0,10,32.0,18,0,0.0,0
57693,427006,7146,0,34,1.0,16.0,200.0,1.0,10,40.0,18,0,0.0,2
57694,427402,4274,1,66,0.0,6.0,70.0,1.0,20,30.0,18,0,0.0,0
57695,427604,6231,1,38,1.0,14.0,150.0,1.0,10,40.0,18,1,40.0,2
57696,428201,4282,0,57,0.0,12.0,140.0,0.0,10,40.0,18,0,0.0,0
57698,428404,6362,0,37,1.0,14.0,350.0,1.0,10,40.0,18,0,0.0,2
57699,428405,6335,0,35,1.0,16.0,300.0,1.0,10,60.0,18,1,40.0,2
57700,428504,6333,0,42,0.0,18.0,350.0,1.0,10,100.0,18,0,0.0,3
57701,428505,7173,0,39,1.0,16.0,200.0,1.0,10,55.0,18,0,0.0,2
57702,428703,7495,1,31,1.0,14.0,333.0,0.0,10,40.0,18,0,0.0,0
57703,428705,8388,1,26,1.0,14.0,230.0,0.0,10,40.0,18,0,0.0,0
57704,429104,5613,1,41,1.0,16.0,200.0,1.0,10,40.0,18,1,45.0,2
57706,429202,4292,1,52,0.0,12.0,70.0,1.0,20,35.0,18,1,,1
57708,429302,5235,0,42,1.0,14.0,258.0,0.0,10,40.0,18,0,0.0,0
57709,429604,5069,1,41,0.0,16.0,158.0,1.0,20,40.0,18,1,40.0,2
57710,429605,8549,0,39,1.0,18.0,260.0,0.0,10,40.0,18,0,0.0,0
57711,430203,8699,0,28,1.0,14.0,220.0,0.0,10,40.0,18,0,0.0,0
57712,430303,8794,0,31,1.0,14.0,200.0,1.0,10,130.0,18,1,60.0,0
57713,430403,4304,0,32,1.0,14.0,220.0,1.0,10,40.0,18,0,0.0,2
57714,430404,8795,1,59,0.0,6.0,95.0,0.0,10,50.0,18,0,0.0,0
57715,430504,5433,1,41,1.0,14.0,220.0,1.0,10,40.0,18,1,40.0,1
57716,430902,4309,0,49,0.0,9.0,150.0,1.0,10,30.0,18,1,60.0,3
57717,430907,4309,1,29,1.0,6.0,130.0,1.0,20,60.0,18,1,30.0,3
57718,431102,4311,1,81,0.0,6.0,20.0,0.0,10,12.0,18,0,0.0,0
57719,431203,6261,1,38,0.0,16.0,161.0,1.0,10,32.0,18,1,40.0,0
57720,431302,4313,1,70,0.0,9.0,20.0,0.0,10,6.0,18,0,0.0,0
57721,431303,7388,0,39,1.0,18.0,400.0,1.0,10,65.0,18,1,55.0,1
57723,431803,9144,1,31,1.0,14.0,156.0,1.0,20,40.0,18,1,40.0,1
57724,431804,6943,1,28,1.0,14.0,250.0,0.0,10,40.0,18,0,0.0,0
57725,432001,4320,0,57,1.0,14.0,205.0,0.0,10,40.0,18,0,0.0,0
57726,432202,4322,1,49,1.0,18.0,450.0,0.0,10,52.0,18,0,0.0,0
57727,432203,8141,0,24,1.0,12.0,280.0,0.0,10,56.0,18,0,0.0,0
57728,432501,4325,0,54,1.0,16.0,400.0,1.0,10,44.0,18,0,0.0,0
57729,432702,4327,1,65,0.0,0.0,70.0,0.0,10,40.0,18,0,0.0,0
57730,432803,6493,1,43,1.0,16.0,105.0,1.0,10,40.0,18,1,40.0,1
57731,432902,4329,1,48,0.0,6.0,45.0,0.0,10,24.0,18,0,0.0,0
57732,433102,4331,1,69,0.0,0.0,120.0,0.0,10,56.0,18,0,0.0,0
57733,433104,6948,0,38,0.0,12.0,200.0,1.0,10,48.0,18,0,0.0,3
57734,433105,6949,0,35,0.0,12.0,200.0,1.0,10,48.0,18,1,48.0,1
57735,433303,8797,0,28,0.0,12.0,210.0,0.0,10,60.0,18,0,0.0,0
57736,433306,4333,1,58,1.0,9.0,100.0,1.0,20,48.0,18,0,0.0,0
57737,433402,6379,1,38,0.0,16.0,185.0,1.0,20,40.0,18,1,48.0,2
57738,433404,8142,0,32,1.0,14.0,260.0,0.0,10,44.0,18,0,0.0,0
57739,433501,4335,0,57,1.0,12.0,350.0,1.0,10,40.0,18,0,0.0,0
57740,433702,4337,1,53,0.0,12.0,120.0,1.0,20,56.0,18,0,0.0,0
57741,433704,8798,1,29,1.0,16.0,150.0,1.0,20,40.0,18,1,64.0,2
57742,434101,4341,0,63,0.0,12.0,170.0,0.0,10,40.0,18,0,0.0,0
57743,434401,4344,0,57,1.0,12.0,200.0,1.0,10,60.0,18,1,40.0,0
57744,434402,4344,1,53,0.0,12.0,130.0,1.0,20,40.0,18,1,60.0,0
57745,434501,4345,0,56,0.0,18.0,100.0,1.0,10,48.0,18,1,46.0,0
57746,434502,4345,1,55,1.0,18.0,450.0,1.0,20,46.0,18,1,48.0,0
57747,434704,7214,0,36,1.0,14.0,430.0,1.0,10,56.0,18,0,0.0,1
57748,434705,7210,0,35,1.0,16.0,480.0,1.0,10,62.0,18,0,0.0,1
57749,434801,4348,1,43,1.0,12.0,200.0,1.0,10,40.0,18,1,40.0,1
57750,434802,4348,0,45,1.0,16.0,300.0,1.0,20,40.0,18,1,40.0,1
57751,435002,4350,1,61,0.0,12.0,120.0,1.0,20,40.0,18,0,0.0,0
57752,435004,6494,0,37,1.0,16.0,320.0,1.0,10,45.0,18,0,0.0,2
57753,435303,5817,0,42,1.0,14.0,370.0,1.0,10,52.0,18,0,0.0,1
57754,435402,5796,0,37,1.0,14.0,300.0,1.0,10,68.0,18,0,0.0,2
57755,435501,5237,1,40,1.0,12.0,140.0,0.0,10,44.0,18,0,0.0,0
57756,435503,5083,1,47,0.0,9.0,120.0,1.0,20,49.0,18,1,40.0,2
57757,435601,8550,0,46,0.0,16.0,150.0,0.0,10,45.0,18,0,0.0,0
57758,435602,4356,1,46,1.0,16.0,200.0,0.0,10,40.0,18,0,0.0,2
57759,435701,4357,0,47,1.0,12.0,900.0,1.0,10,40.0,18,0,0.0,3
57760,435901,4359,0,52,0.0,12.0,350.0,1.0,10,56.0,18,1,40.0,0
57761,435902,4359,1,47,0.0,12.0,250.0,1.0,20,40.0,18,1,56.0,0
57762,436102,4361,1,75,0.0,6.0,50.0,0.0,10,35.0,18,0,0.0,0
57764,436401,4364,0,56,0.0,6.0,330.0,0.0,10,56.0,18,0,0.0,0
57765,436402,9146,0,30,1.0,12.0,490.0,0.0,10,50.0,18,0,0.0,0
57766,436503,9048,1,35,0.0,16.0,120.0,1.0,20,42.0,18,1,48.0,1
57768,436903,8144,0,31,0.0,16.0,250.0,1.0,10,56.0,18,0,0.0,2
57769,437002,4370,1,43,1.0,14.0,150.0,1.0,20,46.0,18,0,0.0,0
57770,437402,4374,1,54,1.0,12.0,400.0,1.0,20,48.0,18,0,0.0,0
57772,437603,8800,0,32,1.0,18.0,280.0,0.0,10,46.0,18,0,0.0,0
57773,437802,4378,1,57,1.0,6.0,230.0,0.0,10,60.0,18,0,0.0,0
57774,437803,7211,0,32,1.0,16.0,300.0,0.0,10,50.0,18,0,0.0,0
57775,437901,4379,0,50,0.0,12.0,300.0,1.0,10,40.0,18,0,0.0,0
57776,438003,5327,0,40,1.0,21.0,600.0,1.0,10,50.0,18,0,0.0,2
57777,438203,8551,0,42,0.0,12.0,200.0,1.0,10,48.0,18,0,0.0,2
57778,438403,5435,1,39,1.0,16.0,268.0,0.0,10,43.0,18,0,0.0,1
57779,438603,5757,0,41,0.0,16.0,110.0,1.0,10,40.0,18,1,40.0,2
57780,438607,5757,1,41,1.0,16.0,165.0,1.0,20,40.0,18,1,40.0,2
57781,438701,4387,0,62,1.0,16.0,150.0,1.0,10,40.0,18,0,0.0,0
57783,439004,8967,1,24,1.0,16.0,300.0,0.0,10,40.0,18,0,0.0,0
57784,439203,5436,0,41,1.0,14.0,200.0,0.0,10,40.0,18,0,0.0,0
57785,439502,8002,0,29,1.0,16.0,250.0,0.0,10,50.0,18,0,0.0,0
57787,439603,5080,0,44,1.0,12.0,450.0,1.0,10,40.0,18,0,0.0,2
57788,439701,4397,0,47,0.0,12.0,250.0,1.0,10,56.0,18,1,,1
57790,439802,4398,1,49,0.0,12.0,110.0,1.0,20,42.0,18,0,0.0,0
57791,439804,7891,0,23,0.0,12.0,180.0,0.0,10,48.0,18,0,0.0,0
57792,439901,4399,0,56,1.0,14.0,250.0,1.0,10,40.0,18,1,40.0,0
57793,439902,4399,1,52,1.0,12.0,150.0,1.0,20,40.0,18,1,40.0,0
57794,440001,4400,0,61,0.0,12.0,250.0,1.0,10,40.0,18,0,0.0,0
57795,440003,8956,0,33,1.0,16.0,210.0,0.0,10,49.0,18,0,0.0,0
57796,440004,9148,1,31,1.0,16.0,180.0,0.0,10,48.0,18,0,0.0,0
57797,440401,4404,0,49,1.0,16.0,500.0,1.0,10,50.0,18,0,0.0,2
57798,440601,4406,0,54,1.0,14.0,1000.0,1.0,10,55.0,18,1,15.0,0
57799,440602,4406,1,49,0.0,12.0,55.0,1.0,20,15.0,18,1,55.0,0
57800,440802,4408,1,51,1.0,14.0,438.0,1.0,20,40.0,18,0,0.0,0
57801,441004,8004,0,36,1.0,16.0,400.0,1.0,10,40.0,18,1,40.0,1
57802,441005,6942,1,33,1.0,16.0,300.0,1.0,10,40.0,18,1,40.0,1
57803,441103,5072,0,43,1.0,14.0,512.0,1.0,10,48.0,18,0,0.0,2
57804,441104,8582,0,35,1.0,14.0,350.0,1.0,10,40.0,18,0,0.0,1
57805,441202,4412,0,50,0.0,9.0,144.0,1.0,10,24.0,18,0,0.0,0
57806,441303,5059,1,41,1.0,16.0,350.0,1.0,20,40.0,18,1,60.0,3
57807,441305,7227,1,37,1.0,16.0,255.0,1.0,10,40.0,18,1,50.0,2
57808,441306,8145,0,35,1.0,16.0,270.0,0.0,10,40.0,18,0,0.0,0
57809,442004,7166,0,40,1.0,14.0,350.0,1.0,10,75.0,18,1,40.0,0
57810,442203,5460,0,40,1.0,18.0,520.0,1.0,10,45.0,18,0,0.0,1
57811,442402,7745,0,43,0.0,12.0,150.0,0.0,10,48.0,18,0,0.0,0
57812,442901,4429,0,44,1.0,12.0,350.0,1.0,10,80.0,18,1,40.0,1
57813,442902,4429,1,42,1.0,9.0,120.0,1.0,20,40.0,18,1,80.0,1
57814,443003,6113,1,35,1.0,12.0,260.0,1.0,20,68.0,18,0,0.0,2
57815,443004,5332,1,34,0.0,12.0,200.0,1.0,20,48.0,18,0,0.0,2
57816,443005,6953,1,32,1.0,14.0,150.0,1.0,10,40.0,18,1,50.0,3
57817,443502,4435,1,56,1.0,6.0,200.0,0.0,10,100.0,18,0,0.0,0
57818,443503,5820,0,36,0.0,12.0,300.0,1.0,10,48.0,18,1,40.0,2
57819,443504,7746,0,33,1.0,14.0,415.0,1.0,10,44.0,18,1,40.0,2
57820,443705,5819,1,40,1.0,14.0,170.0,1.0,20,60.0,18,1,,2
57821,443801,4438,1,65,0.0,9.0,120.0,0.0,10,60.0,18,0,0.0,0
57823,443903,9149,1,27,0.0,14.0,110.0,0.0,10,40.0,18,0,0.0,0
57824,443904,4439,1,60,0.0,6.0,125.0,1.0,20,60.0,18,1,,0
57825,444201,4442,0,54,1.0,12.0,430.0,1.0,10,40.0,18,1,,0
57827,444501,4445,0,49,1.0,12.0,270.0,1.0,10,48.0,18,1,40.0,2
57828,444502,4445,1,44,1.0,12.0,120.0,1.0,20,40.0,18,1,48.0,2
57829,444503,8957,0,20,0.0,12.0,208.0,0.0,10,40.0,18,0,0.0,0
57830,444703,8895,1,30,1.0,14.0,100.0,1.0,10,40.0,18,1,40.0,1
57831,444704,9150,1,28,1.0,14.0,220.0,1.0,20,47.0,18,1,40.0,0
57832,444903,5099,1,47,0.0,16.0,125.0,1.0,20,40.0,18,0,0.0,1
57833,445002,6358,0,40,1.0,14.0,620.0,1.0,10,45.0,18,0,0.0,2
57834,445003,4450,0,29,1.0,14.0,220.0,0.0,10,60.0,18,0,0.0,0
57835,445302,4453,1,62,0.0,6.0,120.0,0.0,10,48.0,18,0,0.0,0
57836,445404,5302,0,46,1.0,12.0,470.0,0.0,10,60.0,18,0,0.0,3
57837,445603,5240,1,41,1.0,14.0,200.0,1.0,20,40.0,18,1,40.0,2
57838,446001,4460,0,52,1.0,12.0,500.0,1.0,10,60.0,18,0,0.0,1
57839,446101,4461,0,53,0.0,12.0,250.0,1.0,10,40.0,18,0,0.0,0
57840,446403,8588,1,27,1.0,14.0,295.0,1.0,20,40.0,18,0,0.0,2
57841,446501,4465,0,61,1.0,9.0,130.0,1.0,10,72.0,18,0,0.0,0
57842,446801,4468,0,58,0.0,16.0,400.0,1.0,10,40.0,18,0,0.0,0
57843,446904,7092,0,37,1.0,16.0,400.0,0.0,10,42.0,18,0,0.0,0
57845,447002,4470,1,55,0.0,12.0,170.0,0.0,20,60.0,18,0,0.0,0
57846,447004,8803,0,29,0.0,16.0,190.0,0.0,10,40.0,18,0,0.0,0
57847,447403,6945,1,42,1.0,12.0,160.0,0.0,10,60.0,18,0,0.0,0
57848,447404,8406,0,39,1.0,12.0,230.0,0.0,10,59.0,18,0,0.0,0
57849,447803,6112,0,41,1.0,16.0,450.0,1.0,10,40.0,18,0,0.0,2
57851,448104,4481,1,55,0.0,9.0,70.0,1.0,20,30.0,18,0,0.0,0
57852,448205,6627,0,38,1.0,14.0,670.0,1.0,10,54.0,18,1,40.0,3
57853,448206,8389,0,35,1.0,14.0,340.0,1.0,10,40.0,18,1,40.0,1
57855,448703,4487,0,44,1.0,16.0,400.0,0.0,10,40.0,18,0,0.0,0
57856,448802,4488,1,54,0.0,9.0,100.0,0.0,10,48.0,18,0,0.0,0
57857,449201,4492,0,56,0.0,12.0,130.0,1.0,10,40.0,18,0,0.0,0
57858,449203,9151,0,29,1.0,16.0,280.0,0.0,10,56.0,18,0,0.0,0
57860,450103,4501,0,43,1.0,14.0,250.0,1.0,10,40.0,18,0,0.0,0
57861,450201,4502,0,63,0.0,12.0,130.0,1.0,10,40.0,18,0,0.0,0
57862,450301,4503,0,47,1.0,14.0,400.0,1.0,10,44.0,18,1,40.0,1
57863,450302,4503,1,44,0.0,14.0,168.0,1.0,20,40.0,18,1,44.0,1
57864,450602,4506,1,46,0.0,12.0,110.0,1.0,20,50.0,18,0,0.0,2
57865,451103,4511,1,42,0.0,14.0,44.0,0.0,10,11.0,18,0,0.0,0
57866,451201,4512,1,47,1.0,16.0,336.0,1.0,10,50.0,18,0,0.0,2
57867,451602,4516,1,49,1.0,12.0,230.0,1.0,20,48.0,18,0,0.0,0
57868,451603,8896,1,22,0.0,14.0,174.0,0.0,10,40.0,18,0,0.0,0
57869,451702,5509,0,39,0.0,12.0,300.0,1.0,10,48.0,18,0,0.0,1
57870,451703,7390,1,36,1.0,14.0,270.0,1.0,10,25.0,18,0,0.0,2
57871,451801,4518,1,75,0.0,6.0,20.0,0.0,10,6.0,18,0,0.0,0
57872,451802,6826,0,42,1.0,12.0,295.0,1.0,10,60.0,18,0,0.0,2
57873,452201,4522,0,46,1.0,12.0,370.0,1.0,10,50.0,18,0,0.0,2
57874,452402,4524,1,76,0.0,6.0,20.0,0.0,10,9.0,18,0,0.0,0
57875,452404,9163,1,19,1.0,12.0,115.0,0.0,10,66.0,18,0,0.0,0
57876,452602,4526,1,53,0.0,9.0,150.0,1.0,20,60.0,18,0,0.0,0
57877,452604,8958,0,28,1.0,12.0,180.0,0.0,10,40.0,18,0,0.0,0
57878,452903,9152,1,25,0.0,16.0,180.0,0.0,10,40.0,18,0,0.0,0
57879,453001,4530,0,51,1.0,16.0,816.0,1.0,10,42.0,18,1,,2
57881,453104,7252,1,34,1.0,16.0,300.0,1.0,20,50.0,18,1,60.0,2
57882,453105,8959,0,33,1.0,14.0,180.0,1.0,10,40.0,18,1,40.0,1
57883,453403,7393,0,36,1.0,16.0,280.0,1.0,10,40.0,18,1,40.0,2
57884,453506,7753,1,29,1.0,14.0,200.0,0.0,10,40.0,18,0,0.0,0
57885,453507,8897,0,25,0.0,14.0,180.0,0.0,10,40.0,18,0,0.0,0
57887,453801,4538,0,71,0.0,6.0,180.0,1.0,10,40.0,18,0,0.0,0
57888,453804,7894,0,34,1.0,14.0,700.0,1.0,10,140.0,18,0,0.0,0
57889,454303,5244,0,41,1.0,16.0,200.0,0.0,10,43.0,18,0,0.0,0
57890,454403,8146,0,27,1.0,16.0,150.0,0.0,10,63.0,18,0,0.0,0
57891,454501,4545,0,51,1.0,12.0,350.0,1.0,10,100.0,18,1,40.0,0
57892,454502,4545,1,49,0.0,9.0,80.0,1.0,20,40.0,18,1,100.0,0
57893,454503,8960,1,27,1.0,14.0,250.0,0.0,10,48.0,18,0,0.0,0
57894,455102,4551,1,57,1.0,16.0,400.0,1.0,20,40.0,18,0,0.0,0
57895,455201,4552,0,48,0.0,12.0,200.0,1.0,10,48.0,18,1,40.0,1
57896,455202,4552,1,42,0.0,12.0,160.0,1.0,20,40.0,18,1,48.0,1
57897,455305,5130,1,76,0.0,6.0,20.0,0.0,10,9.0,18,0,0.0,0
57898,455402,4554,1,60,1.0,12.0,245.0,1.0,20,48.0,18,0,0.0,0
57900,455404,7895,0,32,1.0,16.0,500.0,1.0,10,72.0,18,0,0.0,0
57901,456601,4566,0,57,1.0,12.0,220.0,1.0,10,40.0,18,0,0.0,0
57902,457401,4574,0,49,1.0,12.0,450.0,1.0,10,100.0,18,0,0.0,1
57903,457501,4575,0,43,1.0,18.0,570.0,1.0,10,45.0,18,0,0.0,3
57905,458101,4581,0,51,0.0,12.0,208.0,1.0,10,40.0,18,0,0.0,1
57906,458501,4585,0,50,1.0,12.0,440.0,1.0,10,48.0,18,1,60.0,1
57907,458502,4585,1,46,1.0,12.0,147.0,1.0,20,60.0,18,1,48.0,1
57908,458703,8702,0,29,0.0,16.0,200.0,0.0,10,44.0,18,0,0.0,0
57909,459002,4590,1,41,0.0,12.0,300.0,1.0,20,40.0,18,0,0.0,2
57910,459201,4592,0,53,1.0,18.0,400.0,1.0,10,55.0,18,1,45.0,0
57911,459202,4592,1,53,1.0,16.0,400.0,1.0,20,45.0,18,1,55.0,0
57912,459302,4593,1,58,0.0,16.0,350.0,1.0,20,70.0,18,0,0.0,0
57913,459401,4594,0,47,1.0,21.0,750.0,1.0,10,50.0,18,0,0.0,1
57914,459501,4595,0,52,1.0,18.0,400.0,1.0,10,40.0,18,1,35.0,0
57915,459502,4595,1,51,0.0,16.0,100.0,1.0,20,35.0,18,1,40.0,0
57916,459603,6308,1,36,1.0,16.0,110.0,1.0,20,34.0,18,1,47.0,2
57918,459705,4597,0,47,1.0,12.0,200.0,0.0,10,50.0,18,0,0.0,0
57919,460001,4600,0,56,0.0,12.0,90.0,1.0,10,84.0,18,0,0.0,0
57920,460002,6129,1,57,0.0,9.0,100.0,0.0,10,25.0,18,0,0.0,0
57921,460003,8402,0,31,1.0,16.0,235.0,0.0,10,70.0,18,0,0.0,0
57922,460101,6079,0,51,0.0,12.0,260.0,1.0,10,60.0,18,0,0.0,0
57923,460102,4601,1,49,1.0,9.0,170.0,0.0,10,58.0,18,0,0.0,0
57924,460301,4603,0,58,1.0,12.0,150.0,1.0,10,40.0,18,0,0.0,0
57925,460305,8147,1,27,0.0,16.0,96.0,0.0,10,48.0,18,0,0.0,0
57926,460703,4607,0,34,1.0,14.0,248.0,1.0,10,75.0,18,0,0.0,1
57927,461201,4612,0,48,1.0,18.0,400.0,1.0,10,48.0,18,1,47.0,1
57928,461202,4612,1,46,0.0,14.0,200.0,1.0,20,47.0,18,1,48.0,1
57929,461501,4615,0,56,0.0,12.0,150.0,1.0,10,66.0,18,1,40.0,0
57930,461502,4615,1,53,0.0,12.0,170.0,1.0,20,40.0,18,1,66.0,0
57931,461503,8486,1,29,1.0,14.0,290.0,0.0,10,40.0,18,0,0.0,0
57932,461801,4618,0,67,0.0,9.0,180.0,1.0,10,48.0,18,0,0.0,0
57934,461804,8552,0,35,1.0,14.0,330.0,1.0,10,40.0,18,1,40.0,1
57935,461805,8961,0,33,1.0,14.0,245.0,1.0,10,48.0,18,0,0.0,1
57936,461902,4619,1,54,1.0,9.0,140.0,1.0,20,48.0,18,0,0.0,0
57937,462002,4620,1,48,1.0,12.0,178.0,0.0,10,40.0,18,0,0.0,0
57938,462003,8705,0,23,1.0,12.0,240.0,0.0,10,60.0,18,0,0.0,0
57939,462204,5823,1,45,0.0,12.0,165.0,1.0,20,40.0,18,0,0.0,1
57940,462603,6960,1,37,1.0,16.0,150.0,1.0,20,45.0,18,0,0.0,2
57941,463002,4630,1,60,0.0,6.0,50.0,1.0,20,25.0,18,0,0.0,0
57943,463403,5787,0,44,1.0,16.0,360.0,0.0,10,40.0,18,0,0.0,0
57944,463701,4637,0,65,0.0,6.0,115.0,1.0,10,40.0,18,0,0.0,0
57945,463703,6796,1,36,0.0,14.0,130.0,1.0,20,30.0,18,0,0.0,2
57946,463706,7755,1,27,1.0,14.0,168.0,0.0,10,40.0,18,0,0.0,0
57947,463902,4639,1,67,0.0,6.0,220.0,0.0,10,78.0,18,0,0.0,0
57948,463903,8390,0,31,1.0,16.0,244.0,1.0,10,44.0,18,1,40.0,0
57949,465403,5342,0,44,1.0,12.0,350.0,1.0,10,40.0,18,0,0.0,3
57950,465502,4655,1,62,0.0,9.0,120.0,0.0,10,46.0,18,0,0.0,0
57951,465503,6797,0,39,1.0,12.0,300.0,1.0,10,72.0,18,0,0.0,1
57952,465504,5607,0,37,1.0,12.0,340.0,0.0,10,60.0,18,0,0.0,0
57953,465802,4658,1,61,0.0,12.0,100.0,1.0,20,40.0,18,0,0.0,0
57954,466401,4664,0,56,1.0,14.0,520.0,1.0,10,40.0,18,0,0.0,0
57955,466601,4666,0,51,1.0,12.0,270.0,1.0,10,50.0,18,0,0.0,1
57957,467003,8393,0,29,0.0,16.0,270.0,0.0,10,40.0,18,0,0.0,0
57958,467303,7100,1,30,1.0,12.0,300.0,1.0,20,52.0,18,0,0.0,1
57959,468702,4687,1,49,1.0,9.0,115.0,1.0,20,35.0,18,0,0.0,1
57960,469003,5844,0,41,1.0,16.0,480.0,1.0,10,120.0,18,0,0.0,3
57961,469705,7397,0,33,1.0,16.0,210.0,0.0,10,40.0,18,0,0.0,0
57962,470002,4700,1,50,1.0,12.0,130.0,1.0,20,40.0,18,0,0.0,0
57963,470101,4701,0,48,1.0,18.0,245.0,1.0,10,55.0,18,1,40.0,0
57964,470102,4701,1,48,1.0,14.0,395.0,1.0,20,40.0,18,1,55.0,0
57965,470201,4702,0,54,1.0,14.0,388.0,1.0,10,43.0,18,1,,0
57967,470506,8805,0,30,1.0,14.0,318.0,1.0,10,55.0,18,0,0.0,0
57968,470903,6396,0,39,1.0,12.0,230.0,1.0,10,44.0,18,0,0.0,2
57970,471504,6075,0,43,1.0,16.0,460.0,1.0,10,45.0,18,1,48.0,2
57971,471804,7501,0,35,1.0,14.0,250.0,1.0,10,45.0,18,1,50.0,2
57972,471805,8395,0,30,1.0,16.0,200.0,1.0,10,40.0,18,1,40.0,2
57973,472001,4720,0,55,0.0,12.0,450.0,1.0,10,60.0,18,1,40.0,0
57974,472002,4720,1,52,1.0,12.0,100.0,1.0,20,40.0,18,1,60.0,0
57975,472402,4724,1,50,1.0,12.0,250.0,1.0,20,48.0,18,0,0.0,1
57976,472501,4725,0,61,0.0,9.0,460.0,1.0,10,40.0,18,0,0.0,0
57977,472503,8151,1,31,1.0,16.0,283.0,1.0,20,44.0,18,1,42.0,1
57978,472701,4727,0,48,1.0,18.0,445.0,1.0,10,42.0,18,1,12.0,2
57979,472702,4727,1,43,0.0,16.0,50.0,1.0,20,12.0,18,1,42.0,2
57980,472801,4728,0,50,1.0,12.0,350.0,1.0,10,40.0,18,1,30.0,1
57981,472802,4728,1,46,0.0,12.0,80.0,1.0,20,30.0,18,1,40.0,1
57982,472901,4729,0,59,0.0,12.0,100.0,1.0,10,50.0,18,0,0.0,0
57983,473101,4731,1,43,1.0,14.0,110.0,1.0,20,30.0,18,1,45.0,2
57984,473102,4731,0,45,1.0,16.0,530.0,1.0,10,45.0,18,1,30.0,2
57985,473301,4733,0,46,1.0,14.0,300.0,1.0,10,40.0,18,0,0.0,2
57986,473802,4738,1,55,0.0,16.0,60.0,0.0,20,4.0,18,0,0.0,0
57987,473901,4739,0,49,1.0,18.0,400.0,1.0,10,40.0,18,0,0.0,1
57988,474101,4741,0,39,1.0,12.0,180.0,1.0,10,60.0,18,0,0.0,2
57989,474103,5292,0,42,1.0,12.0,400.0,1.0,10,40.0,18,1,48.0,2
57990,474703,6873,0,42,1.0,14.0,430.0,1.0,10,50.0,18,1,44.0,2
57991,474801,4748,0,68,1.0,18.0,195.0,1.0,10,44.0,18,0,0.0,0
57992,474803,6652,0,40,1.0,16.0,500.0,1.0,10,45.0,18,0,0.0,1
57993,474901,4749,0,64,0.0,16.0,100.0,0.0,10,30.0,18,0,0.0,0
57995,475501,4755,0,51,1.0,16.0,700.0,1.0,10,40.0,18,0,0.0,1
57997,475701,4757,0,57,1.0,21.0,864.0,1.0,10,50.0,18,0,0.0,0
